timestamp	old_lines	new_lines	http_code	url
1250479945	477	715	200	https://ex14.vip2ch.com/part4vip/kako/1250/12504/1250479945.dat
1249476312	520	1002	200	https://ex14.vip2ch.com/part4vip/kako/1249/12494/1249476312.dat
